Respondent_ID,Survey_timestamp,Q1_Age_group,Q1a_Gender,Q2_City_tier,Q2a_State,Q3_Income_band,Q3_Income_num_lakhs,Q4_Planning_status,Q5_Education,Q5a_Occupation,Q_Decision_authority,Q_Tech_adoption,Q_Info_source,Q6_Wedding_type,Q7_Ceremony_count,Q8_Guest_count_est,Q8_Guest_count_band,Q10_Planning_horizon,Q11_Budget_num_lakhs,Q11_Budget_band,Q13_Alloc_check,Q14_Budget_overrun,Q15_Overrun_category,Q16_Price_assessment,Q17_Social_pressure_1to5,Q18_Emotional_triggers_count,Q19_Alert_recep_1to5,Q20_Financial_concern,Q22_Overcharge_perception,Q22a_Net_satisfaction_0to10,Q22b_NPS_proxy,Q24_WTP_band,Q24_WTP_monthly_INR,Q25_Platform_intent,Q26_Pipeline_stage,Q27_LTV_estimate_INR,Fund_Personal_savings,Fund_Personal_loan,Fund_Loan_against_property,Fund_Gold_liquidation,Fund_Relatives_contribution,Fund_Credit_card,Svc_Venue,Svc_Catering,Svc_Photography,Svc_Videography,Svc_Decoration_florals,Svc_Bridal_makeup,Svc_Wedding_planner,Svc_DJ_music,Svc_Invitation_design,Svc_Mehendi_artist,Svc_Bridal_wear,Svc_Jewellery_rental,Svc_Horse_baraat,Svc_Guest_accommodation,Alloc_Venue_Catering_pct,Alloc_Photography_pct,Alloc_Decoration_pct,Alloc_Bridal_wear_pct,Alloc_Entertainment_pct,Alloc_Planner_pct,Alloc_Invitations_pct,Alloc_Misc_pct,Emo_Fear_social_judgment,Emo_Impressing_guests,Emo_Parental_expectations,Emo_Sibling_comparison,Emo_Social_media_influence,Emo_Cultural_obligation,Emo_Once_in_lifetime_thinking,Emo_None_fully_rational,Sat_venue,Sat_catering,Sat_photography,Sat_decoration,Sat_overall,Vendor_prio_1,Vendor_prio_2,Vendor_prio_3,Bundle_Venue_Catering,Bundle_Photo_Video,Bundle_Decor_Mehendi,Bundle_Makeup_Bridal,Bundle_DJ_Band,Bundle_Planner_AllVendors,Bundle_Venue_Decor,Bundle_Photo_Makeup,FeatRating_PriceBenchmark,FeatRating_BudgetOptimiser,FeatRating_OverspendAlert,FeatRating_CostForecast,FeatRating_BundleDeals,FeatRating_PersonaProfile,Is_Outlier_Budget,FE_Budget_per_guest_INR,FE_Services_count,FE_Emotional_intensity,FE_Feature_score_avg,FE_Overrun_flag,FE_Income_budget_ratio,FE_Destination_flag,FE_High_social_pressure,FE_WTP_ordinal,FE_Customer_tier,ENC_Q1_Age_group,ENC_Q2_City_tier,ENC_Q5_Education,ENC_Q10_Planning_horizon,ENC_Q17_Social_pressure_1to5,ENC_Q25_Platform_intent,ENC_Q26_Pipeline_stage,NORM_Q3_Income_num_lakhs,NORM_Q11_Budget_num_lakhs,NORM_Q8_Guest_count_est,NORM_FE_Budget_per_guest_INR,NORM_FE_Feature_score_avg,NORM_Q22a_Net_satisfaction_0to10
SS1269,2024-10-18 14:40:00,25-30,Female,Tier 3/Rural,Maharashtra,40-75L,58.98,Recently married (≤3y),Up to 12th,Other,Couple jointly,Occasionally,Wedding apps (WedMeGood etc.),Grand (500+ guests),5,722,500-1000,6-12 months,120.0,>1Cr,100.0,Exceeded >50%,Bridal outfit/jewellery,Compared 3+ quotes,2,2,3,Minor debt (<6 months),"Yes, slightly overcharged",4.2,-18,₹200-499/month,349,Yes,Consideration,8231,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,31.4,13.5,8.9,20.4,5.5,10.6,6.0,3.7,0,0,1,0,0,1,0,0,5.1,5.5,7.7,6.3,4.6,Portfolio quality,Responsiveness,Experience,1,1,1,1,1,0,1,0,4.0,2.0,5.0,4.0,5.0,3.0,0,16620,12,2,3.83,1,2.035,0,0,2,Mid-value,2,1,1,3,2,2,2,0.4836,0.2376,0.2466,0.0191,0.61,0.4149
SS1270,2024-10-18 15:00:00,25-30,Non-binary/Other,Tier 1,Maharashtra,>75L,94.34399999999998,Planning now (0-12m),Postgraduate,Salaried private,Parents primarily,"No, prefer manual",Mixed sources,Intimate (<100 guests),4,86,50-150,6-12 months,120.0,>1Cr,100.0,Exceeded 0-10%,Venue/catering upgrade,Checked online reviews,5,3,4,No concern — well within budget,Unable to assess,4.8,10,Free only,0,No,Awareness,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,45.0,12.3,6.4,14.2,7.4,2.7,6.8,5.2,1,1,0,1,0,0,0,0,6.2,6.9,6.2,5.2,6.3,Word of mouth,Experience,Price/affordability,1,1,1,1,1,0,0,1,5.0,2.0,1.0,3.0,3.0,3.0,0,139535,8,3,2.83,1,1.272,0,1,0,Non-customer,2,3,3,3,5,0,1,0.7856,0.2376,0.0248,0.1636,0.2767,0.4787
SS1271,2024-10-18 15:20:00,25-30,Female,Tier 2,Karnataka,10-20L,13.05,Recently married (≤3y),Up to 12th,Salaried private,Parents primarily,Occasionally,Hired planner,Traditional local,3,2882,1000+,3-6 months,223.19,>1Cr,100.2,Exceeded >50%,Guest list expansion,Checked online reviews,4,2,3,No concern — well within budget,,5.4,8,₹200-499/month,349,Maybe,Trial,3121,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,33.0,13.7,16.0,20.1,4.0,1.7,5.2,6.5,0,0,0,1,0,0,1,1,8.7,4.8,10.0,7.1,5.9,Word of mouth,Brand reputation,Package inclusions,1,1,0,0,0,0,0,1,5.0,5.0,4.0,3.0,4.0,3.0,0,7744,8,2,4.0,1,17.103,0,1,2,Low-value,2,2,1,2,4,1,3,0.0914,0.4455,1.0,0.0086,0.6667,0.5426
SS1272,2024-10-18 15:40:00,18-24,Female,Tier 2,West Bengal,20-40L,28.73,Engaged (1-2y),Undergraduate,Self-employed/Business,Parents primarily,Occasionally,WhatsApp family groups,Destination (international),2,1788,1000+,3-6 months,120.0,>1Cr,100.0,Exceeded 25-50%,Guest list expansion,Family/friend referral,5,3,5,No concern — well within budget,,7.4,39,One-time ₹999,999,Maybe,Consideration,7073,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,36.8,10.6,13.6,10.8,7.0,7.6,5.7,7.9,0,1,0,0,1,1,0,0,5.7,5.5,7.3,6.3,8.2,Online reviews,Package inclusions,Responsiveness,1,1,0,0,0,0,1,1,2.0,4.0,3.0,2.0,4.0,4.0,0,6711,11,3,3.17,1,4.177,1,1,2,Mid-value,1,2,2,2,5,1,2,0.2253,0.2376,0.6184,0.0074,0.39,0.7553
SS1273,2024-10-18 16:00:00,31-36,Male,Tier 3/Rural,Delhi NCR,20-40L,28.59,Recently married (≤3y),Undergraduate,Salaried private,Parents primarily,"Yes, actively use finance apps",Instagram/YouTube,Destination (within India),3,762,500-1000,<3 months,72.29,40-75L,100.0,Exceeded 10-25%,Bridal outfit/jewellery,Compared 3+ quotes,3,3,4,No concern — well within budget,"No, pricing was fair",5.9,4,₹1000+/month,1200,Maybe,Consideration,8011,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,37.7,11.5,12.0,22.7,5.8,1.9,5.4,3.0,1,1,1,0,0,0,0,0,8.3,7.3,7.4,5.5,6.4,Experience,Responsiveness,Word of mouth,1,1,1,1,1,0,1,0,3.0,3.0,4.0,3.0,4.0,4.0,0,9487,7,3,3.5,1,2.529,1,0,4,Mid-value,3,1,2,1,3,1,2,0.2241,0.1414,0.2606,0.0107,0.5,0.5957
SS1274,2024-10-18 16:20:00,25-30,Male,Tier 3/Rural,Karnataka,<5L,3.21,Recently married (≤3y),Doctoral,Salaried govt,Parents primarily,"No, prefer manual",Instagram/YouTube,Traditional local,1,44,<50,>12 months,4.18,<5L,99.9,Exceeded 0-10%,Photography upgrade,Trusted without comparison,2,2,5,Minor debt (<6 months),"No, pricing was fair",6.8,23,₹1000+/month,1200,Maybe,Awareness,11785,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,40.8,7.7,8.8,13.0,6.9,11.0,5.8,5.9,1,0,1,0,0,0,0,0,7.3,6.2,6.9,7.0,6.8,Portfolio quality,Responsiveness,Brand reputation,1,0,0,1,0,0,1,0,4.0,5.0,2.0,3.0,3.0,1.0,0,9500,7,2,3.0,1,1.302,0,0,4,Mid-value,2,1,5,4,2,1,1,0.0073,0.0042,0.0101,0.0107,0.3333,0.6915
SS1275,2024-10-18 16:40:00,37-45,Male,Tier 1,Karnataka,>75L,107.33,Planning now (0-12m),Postgraduate,Student,Parents primarily,"No, prefer manual",WhatsApp family groups,Destination (international),4,856,500-1000,6-12 months,120.0,>1Cr,100.1,Within budget,No overrun,Family/friend referral,3,3,4,Significant loan (1-3 years),"Yes, significantly overcharged",5.6,20,₹200-499/month,349,Yes,Consideration,9339,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,35.7,9.6,7.4,21.2,9.5,8.1,3.0,5.6,1,0,1,0,1,0,0,0,5.8,5.4,5.9,6.7,6.1,Responsiveness,Package inclusions,Price/affordability,0,1,0,1,1,0,1,0,2.0,2.0,2.0,4.0,5.0,4.0,0,14019,10,3,3.17,0,1.118,1,0,2,Mid-value,4,3,3,3,3,2,2,0.8965,0.2376,0.2933,0.016,0.39,0.5638
SS1276,2024-10-18 17:00:00,31-36,Female,Tier 2,Punjab,<5L,3.03,Engaged (1-2y),Professional,Salaried govt,Couple jointly,Occasionally,Instagram/YouTube,Traditional local,2,78,50-150,6-12 months,7.51,5-10L,100.0,Exceeded 25-50%,Hidden vendor fees,Checked online reviews,2,1,2,Minor debt (<6 months),"No, pricing was fair",7.3,27,₹500-999/month,749,Yes,Awareness,20784,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,45.5,10.4,13.6,14.7,2.3,2.5,5.2,5.8,0,0,1,0,0,0,0,1,8.5,8.0,9.1,8.0,7.3,Online reviews,Word of mouth,Responsiveness,1,1,0,1,0,1,1,1,3.0,4.0,4.0,2.0,2.0,3.0,0,9628,6,1,3.0,1,2.479,0,0,3,High-value,3,2,4,3,2,2,1,0.0058,0.0109,0.022,0.0109,0.3333,0.7447
SS1277,2024-10-18 17:20:00,45+,Female,Tier 2,Maharashtra,40-75L,53.03,Recently married (≤3y),Undergraduate,Self-employed/Business,Mixed family committee,"Yes, actively use finance apps",Wedding apps (WedMeGood etc.),Traditional local,5,649,500-1000,6-12 months,119.65,>1Cr,100.0,Exceeded 10-25%,Guest list expansion,Family/friend referral,3,3,3,Significant loan (1-3 years),"Yes, slightly overcharged",3.6,-25,₹1000+/month,1200,Yes,Consideration,22427,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,41.5,15.3,10.7,21.6,4.6,0.0,2.5,3.8,1,0,1,0,0,0,1,0,4.4,5.5,6.2,6.7,4.7,Responsiveness,Package inclusions,Portfolio quality,1,1,0,1,1,1,1,1,4.0,4.0,4.0,4.0,3.0,4.0,0,18436,9,3,3.83,1,2.256,0,0,4,High-value,5,2,2,3,3,2,2,0.4328,0.2369,0.2211,0.0212,0.61,0.3511
SS1278,2024-10-18 17:40:00,18-24,Female,Tier 3/Rural,Maharashtra,>75L,104.23,Engaged (1-2y),Undergraduate,Salaried private,Couple jointly,"Yes, actively use finance apps",Instagram/YouTube,Intimate (<100 guests),4,31,<50,3-6 months,120.0,>1Cr,100.0,Exceeded 25-50%,Guest list expansion,Checked online reviews,2,2,3,No concern — well within budget,"Yes, slightly overcharged",4.9,0,₹200-499/month,349,Yes,Consideration,11596,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,33.7,13.2,10.0,22.4,9.4,1.6,4.0,5.7,0,0,1,0,1,0,0,0,5.9,7.2,6.1,7.0,5.5,Price/affordability,Online reviews,Experience,1,1,0,0,1,1,1,0,4.0,5.0,3.0,4.0,2.0,4.0,0,387097,8,2,3.67,1,1.151,0,0,2,Mid-value,1,1,2,2,2,2,2,0.87,0.2376,0.0056,0.4546,0.5567,0.4894
SS1279,2024-10-18 18:00:00,25-30,Male,Tier 1,West Bengal,5-10L,7.44,Recently married (≤3y),Undergraduate,Salaried govt,Couple jointly,Occasionally,Relatives & friends,Grand (500+ guests),1,697,500-1000,6-12 months,21.43,20-40L,100.0,Exceeded 10-25%,Guest list expansion,Family/friend referral,4,2,3,Minor debt (<6 months),Unable to assess,3.9,-27,₹500-999/month,749,Yes,Consideration,19746,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,41.3,15.6,9.1,19.2,4.6,2.2,3.3,4.7,0,0,0,0,1,0,1,1,4.5,7.4,6.1,5.4,6.4,Portfolio quality,Package inclusions,Brand reputation,0,0,1,1,1,0,0,1,4.0,2.0,3.0,3.0,1.0,3.0,0,3075,6,2,2.67,1,2.88,0,1,3,Mid-value,2,3,2,3,4,2,2,0.0435,0.039,0.2379,0.0032,0.2233,0.383
SS1280,2024-10-18 18:20:00,18-24,Male,Tier 3/Rural,Punjab,10-20L,14.83,Engaged (1-2y),Postgraduate,Self-employed/Business,Couple jointly,Occasionally,Hired planner,Destination (international),5,325,300-500,3-6 months,36.91,20-40L,100.0,Exceeded 10-25%,Hidden vendor fees,Family/friend referral,2,2,3,Significant loan (1-3 years),Unable to assess,5.0,0,Free only,0,Maybe,Trial,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,38.1,12.1,14.2,16.4,8.5,1.7,3.6,5.4,0,0,1,0,0,0,1,0,3.9,5.8,6.4,4.3,5.2,Online reviews,Word of mouth,Brand reputation,1,1,1,1,0,0,1,0,4.0,3.0,4.0,4.0,2.0,4.0,0,11357,7,2,3.5,1,2.489,1,0,0,Non-customer,1,1,3,2,2,1,3,0.1066,0.0702,0.1081,0.0129,0.5,0.5
SS1281,2024-10-18 18:40:00,25-30,Male,Tier 2,Delhi NCR,<5L,2.97,Considering (2-4y),Up to 12th,Salaried private,Father primarily,"Yes, actively use finance apps",Instagram/YouTube,Intimate (<100 guests),2,83,50-150,6-12 months,4.08,<5L,100.1,Exceeded >50%,Venue/catering upgrade,Compared 3+ quotes,5,3,3,No concern — well within budget,"Yes, significantly overcharged",1.1,-35,<₹199/month,99,Yes,Trial,2242,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,41.2,12.3,11.8,21.0,8.2,0.8,3.7,1.1,0,1,0,1,0,0,1,0,4.7,6.4,3.8,6.3,2.8,Brand reputation,Online reviews,Experience,1,0,0,1,1,0,0,1,2.0,3.0,4.0,5.0,1.0,3.0,0,4916,5,3,3.0,1,1.374,0,1,1,Low-value,2,2,1,3,5,2,3,0.0053,0.004,0.0237,0.0053,0.3333,0.0851
SS1282,2024-10-18 19:00:00,31-36,Female,Tier 3/Rural,Maharashtra,10-20L,14.93,Engaged (1-2y),Professional,Salaried private,Parents primarily,"No, prefer manual",Mixed sources,Destination (within India),4,405,300-500,<3 months,70.93,40-75L,100.0,Exceeded 10-25%,Guest list expansion,Trusted without comparison,3,3,3,Significant loan (1-3 years),"No, pricing was fair",6.6,23,₹200-499/month,349,Maybe,Consideration,2132,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,29.8,9.2,12.8,20.3,8.3,9.1,4.0,6.5,0,1,0,1,0,1,0,0,8.0,9.7,7.5,4.7,8.0,Online reviews,Brand reputation,Price/affordability,0,0,1,1,1,0,1,1,2.0,5.0,3.0,3.0,3.0,4.0,0,17514,12,3,3.33,1,4.751,1,0,2,Low-value,3,1,4,1,3,1,2,0.1074,0.1387,0.136,0.0201,0.4433,0.6702
SS1283,2024-10-18 19:20:00,25-30,Female,Tier 1,Maharashtra,10-20L,16.49,Engaged (1-2y),Undergraduate,Student,Couple jointly,Occasionally,Relatives & friends,Traditional local,2,792,500-1000,6-12 months,89.64,75L-1Cr,100.1,Exceeded 10-25%,Last-min décor upgrade,Hired planner to negotiate,3,3,3,Minor debt (<6 months),"No, pricing was fair",6.4,8,<₹199/month,99,Maybe,Awareness,814,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,46.2,9.4,4.2,18.4,6.3,6.3,1.9,7.4,1,1,0,1,0,0,0,0,6.6,6.3,7.5,7.2,6.9,Portfolio quality,Brand reputation,Price/affordability,1,0,1,1,0,1,1,0,1.0,3.0,4.0,5.0,3.0,3.0,0,11318,12,3,3.17,1,5.436,0,0,1,Low-value,2,3,2,3,3,1,1,0.1208,0.1764,0.271,0.0128,0.39,0.6489
SS1284,2024-10-18 19:40:00,18-24,Male,Tier 1,Maharashtra,20-40L,31.42,Recently married (≤3y),Postgraduate,Salaried private,Father primarily,"Yes, actively use finance apps",Wedding apps (WedMeGood etc.),Grand (500+ guests),3,1413,1000+,>12 months,120.0,>1Cr,100.0,Exceeded 0-10%,Guest list expansion,Compared 3+ quotes,4,3,5,Prefer not to say,"Yes, slightly overcharged",5.2,-6,₹200-499/month,349,Maybe,Consideration,3223,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,42.6,5.8,13.2,18.9,6.5,3.6,3.8,5.6,0,1,1,0,1,0,0,0,5.8,5.6,4.6,7.4,6.9,Responsiveness,Experience,Word of mouth,1,1,1,1,1,1,0,1,2.0,2.0,4.0,4.0,3.0,3.0,0,8493,11,3,3.0,1,3.819,0,1,2,Low-value,1,3,3,4,4,1,2,0.2482,0.2376,0.4876,0.0095,0.3333,0.5213
SS1285,2024-10-18 20:00:00,25-30,Female,Tier 2,Gujarat,10-20L,15.72,Considering (2-4y),Postgraduate,Salaried govt,Parents primarily,"Yes, actively use finance apps",,Destination (within India),4,850,500-1000,3-6 months,64.22,40-75L,99.9,Exceeded 0-10%,Venue/catering upgrade,Checked online reviews,3,3,5,Prefer not to say,"Yes, significantly overcharged",3.3,-23,<₹199/month,99,Yes,Trial,1856,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,37.1,13.2,10.8,21.4,7.3,0.0,6.2,3.9,1,0,0,1,0,1,0,0,6.0,6.9,5.9,7.2,3.7,Word of mouth,Portfolio quality,Responsiveness,1,0,1,0,0,0,1,0,5.0,4.0,5.0,4.0,3.0,4.0,0,7555,11,3,4.17,1,4.085,1,0,1,Low-value,2,2,3,2,3,2,3,0.1142,0.1252,0.2912,0.0084,0.7233,0.3191
SS1286,2024-10-18 20:20:00,25-30,Female,Tier 2,Uttar Pradesh,20-40L,27.88,Engaged (1-2y),Undergraduate,Student,Father primarily,"No, prefer manual",Wedding apps (WedMeGood etc.),Intimate (<100 guests),3,34,<50,6-12 months,58.98,40-75L,100.0,Within budget,No overrun,Compared 3+ quotes,4,3,3,No concern — well within budget,"No, pricing was fair",3.5,-31,₹1000+/month,1200,No,Churned,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,34.5,12.5,11.9,18.8,7.1,8.5,0.5,6.2,0,0,1,0,1,0,1,0,6.2,7.6,7.0,5.3,5.3,Responsiveness,Price/affordability,Word of mouth,1,1,0,1,0,0,0,0,3.0,4.0,3.0,3.0,3.0,4.0,0,173471,8,3,3.33,0,2.115,0,1,4,Non-customer,2,2,2,3,4,0,0,0.218,0.1146,0.0066,0.2034,0.4433,0.3404
SS1287,2024-10-18 20:40:00,25-30,Female,Tier 1,West Bengal,20-40L,25.6,Parent planning child,Professional,Salaried private,Parents primarily,"Yes, actively use finance apps",WhatsApp family groups,Grand (500+ guests),2,1511,1000+,6-12 months,99.01,75L-1Cr,100.1,Exceeded 0-10%,Family pressure,Family/friend referral,3,3,3,Significant loan (1-3 years),"Yes, slightly overcharged",7.5,35,Free only,0,Yes,Trial,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,40.2,19.6,9.1,18.4,6.3,0.6,3.9,2.0,0,0,1,0,1,1,0,0,5.9,5.8,4.3,6.0,8.6,Word of mouth,Responsiveness,Price/affordability,1,1,0,1,1,0,0,0,3.0,5.0,2.0,3.0,3.0,4.0,0,6553,9,3,3.33,1,3.868,0,0,0,Non-customer,2,3,4,3,3,2,3,0.1985,0.1953,0.5218,0.0072,0.4433,0.766
SS1288,2024-10-18 21:00:00,25-30,Male,Tier 2,Delhi NCR,5-10L,7.6,Engaged (1-2y),Undergraduate,Salaried private,Parents primarily,Occasionally,WhatsApp family groups,Destination (within India),2,230,150-300,3-6 months,30.0,20-40L,99.9,Exceeded >50%,Venue/catering upgrade,Family/friend referral,5,3,2,Minor debt (<6 months),Unable to assess,4.0,-6,<₹199/month,99,Maybe,Trial,448,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,38.6,11.0,10.2,18.0,7.5,2.5,3.3,8.8,0,1,0,1,1,0,0,0,8.5,6.3,6.3,4.9,5.6,Price/affordability,Experience,Online reviews,0,0,1,0,0,0,0,1,2.0,1.0,3.0,3.0,2.0,5.0,0,13043,8,3,2.67,1,3.947,1,1,1,Low-value,2,2,2,2,5,1,3,0.0448,0.0562,0.075,0.0149,0.2233,0.3936
SS1289,2024-10-18 21:20:00,31-36,Male,Tier 1,Gujarat,10-20L,14.49,Recently married (≤3y),Up to 12th,Self-employed/Business,Father primarily,Occasionally,Mixed sources,Grand (500+ guests),4,1181,1000+,6-12 months,80.93,75L-1Cr,100.0,Exceeded 25-50%,,Checked online reviews,5,3,3,Significant loan (1-3 years),"No, pricing was fair",2.2,-38,₹200-499/month,349,Maybe,Awareness,1646,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,36.9,12.8,9.6,18.4,5.8,3.0,5.2,8.3,1,1,1,0,0,0,0,0,6.9,6.7,7.2,6.8,4.1,Online reviews,Price/affordability,Experience,1,1,0,1,0,0,1,0,3.0,4.0,4.0,3.0,4.0,3.0,0,6853,8,3,3.5,1,5.585,0,1,2,Low-value,3,3,1,3,5,1,1,0.1037,0.1589,0.4067,0.0076,0.5,0.2021
SS1290,2024-10-18 21:40:00,37-45,Male,Tier 2,Uttar Pradesh,20-40L,31.35,Engaged (1-2y),Postgraduate,Salaried govt,Parents primarily,Occasionally,Wedding apps (WedMeGood etc.),Traditional local,2,2258,1000+,6-12 months,495.0,>1Cr,100.1,Exceeded 10-25%,Bridal outfit/jewellery,Checked online reviews,5,3,2,Minor debt (<6 months),"Yes, slightly overcharged",3.9,0,<₹199/month,99,Maybe,Consideration,671,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,41.8,8.8,11.4,20.1,5.9,3.2,2.1,6.8,1,0,0,0,1,1,0,0,6.9,6.7,5.9,4.6,5.1,Portfolio quality,Package inclusions,Responsiveness,1,1,1,1,0,0,0,1,4.0,5.0,5.0,4.0,5.0,5.0,1,21922,10,3,4.67,1,15.789,0,1,1,Low-value,4,2,3,3,5,1,2,0.2477,0.9931,0.7824,0.0253,0.89,0.383
SS1291,2024-10-18 22:00:00,25-30,Male,Tier 2,Others,10-20L,14.8,Recently married (≤3y),Professional,Salaried govt,Father primarily,"Yes, actively use finance apps",WhatsApp family groups,Traditional local,2,113,50-150,3-6 months,32.66,20-40L,100.0,Exceeded 0-10%,Guest list expansion,Compared 3+ quotes,3,3,4,Significant loan (1-3 years),"Yes, significantly overcharged",3.3,-12,₹200-499/month,349,Yes,Awareness,6878,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,35.3,14.6,11.9,15.8,8.1,8.6,4.1,1.6,1,1,1,0,0,0,0,0,5.9,5.2,4.6,5.5,4.7,Price/affordability,Responsiveness,Word of mouth,1,1,0,0,1,0,1,0,3.0,5.0,4.0,3.0,5.0,5.0,0,28903,8,3,4.17,1,2.207,0,0,2,Mid-value,2,2,4,2,3,2,1,0.1063,0.0616,0.0342,0.0335,0.7233,0.3191
SS1292,2024-10-18 22:20:00,18-24,Female,Tier 1,Maharashtra,<5L,2.84,Parent planning child,Doctoral,Self-employed/Business,Parents primarily,"No, prefer manual",WhatsApp family groups,Traditional local,1,109,50-150,>12 months,13.49,10-20L,100.0,Still planning,Last-min décor upgrade,Compared 3+ quotes,5,3,1,Minor debt (<6 months),Unable to assess,4.5,-2,₹200-499/month,349,Yes,Consideration,8070,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,40.0,12.7,13.7,20.0,3.1,1.0,4.8,4.7,1,1,0,0,0,0,1,0,6.3,4.6,5.0,5.8,7.1,Portfolio quality,Responsiveness,Online reviews,1,0,0,0,0,1,1,0,3.0,4.0,2.0,4.0,4.0,3.0,0,12376,6,3,3.33,1,4.75,0,1,2,Mid-value,1,3,5,4,5,2,2,0.0042,0.023,0.0328,0.0141,0.4433,0.4468
SS1293,2024-10-18 22:40:00,25-30,Male,Tier 3/Rural,Bihar,<5L,2.94,Considering (2-4y),Postgraduate,Student,Bride primarily,"Yes, actively use finance apps",Instagram/YouTube,Destination (within India),1,46,<50,3-6 months,5.98,5-10L,100.0,Exceeded 25-50%,Last-min décor upgrade,Trusted without comparison,2,2,4,Minor debt (<6 months),"Yes, slightly overcharged",6.7,36,<₹199/month,99,Yes,Conversion,3458,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,36.9,7.6,7.4,22.8,8.8,5.2,4.2,7.1,1,0,1,0,0,0,0,0,5.3,6.7,8.3,6.8,7.1,Experience,Responsiveness,Brand reputation,0,0,1,0,1,0,1,0,3.0,3.0,5.0,3.0,3.0,3.0,0,13000,4,2,3.33,1,2.034,1,0,1,Low-value,2,1,3,2,2,2,4,0.005,0.0078,0.0108,0.0148,0.4433,0.6809
SS1294,2024-10-18 23:00:00,25-30,Male,Tier 2,Delhi NCR,5-10L,8.21,Planning now (0-12m),Postgraduate,Self-employed/Business,Mixed family committee,"Yes, actively use finance apps",,Destination (within India),3,837,500-1000,3-6 months,52.0,40-75L,99.9,Exceeded >50%,Family pressure,Family/friend referral,3,3,5,Minor debt (<6 months),"Yes, significantly overcharged",3.9,-23,Free only,0,No,Awareness,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,40.4,13.9,11.7,14.6,7.6,4.7,3.4,3.6,1,0,1,0,0,0,1,0,6.4,5.4,4.6,5.1,5.7,Experience,Package inclusions,Portfolio quality,1,1,1,1,0,0,1,0,4.0,5.0,4.0,5.0,4.0,1.0,0,6213,8,3,3.83,1,6.334,1,0,0,Non-customer,2,2,3,2,3,0,1,0.05,0.1006,0.2867,0.0068,0.61,0.383
SS1295,2024-10-18 23:20:00,18-24,Male,Tier 3/Rural,Punjab,20-40L,33.2,Engaged (1-2y),Professional,Salaried govt,Bride primarily,Occasionally,Instagram/YouTube,Traditional local,2,284,150-300,3-6 months,51.73,40-75L,100.0,Exceeded 10-25%,Hidden vendor fees,Compared 3+ quotes,4,3,3,Minor debt (<6 months),"Yes, slightly overcharged",4.9,0,One-time ₹999,999,Maybe,Consideration,3753,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,37.4,14.5,11.0,17.0,6.6,7.2,0.5,5.8,0,1,1,0,0,0,1,0,7.2,5.0,3.7,5.3,6.3,Experience,Price/affordability,Word of mouth,0,1,1,0,1,0,1,1,4.0,5.0,3.0,3.0,2.0,2.0,0,18215,9,3,3.17,1,1.558,0,1,2,Low-value,1,1,4,2,4,1,2,0.2635,0.1,0.0938,0.021,0.39,0.4894
